,id,text,date,index,author,im_url,platform,sampleSource,label,Comments
914,38442,@MaronMaroon2 @IkNet @NUnl En die 95% bepaalt wel wie er in dit land aan de macht is. Voor de zoveelste keer rutte dus...,2022-02-03,19315491,MikeyBastion,,Twitter,random,Niets,
915,38443,@TomvanderLee Sinds waneer is Co2 schadelijk? Klimaat wappie,2022-07-03,28586755,spoorzoekertt,,Twitter,keywords,Niets,
916,38444,"@LucilleWerner . Bill Gates, 5 mei 2022: Corona = soort griep  Even ruim 1½ jaar terug...  Thierry Baudet, 2 sept 2020 Corona = venijnig griepvirus  Thierry werd niet geloofd, toen in 2020 Nu wel, nu ome Bill het zegt? https://t.co/nHOVzGKnWU",2022-05-10,25008872,Followy39867244,,Twitter,keywords,Niets,
917,38445,et gesloten beurs naar elkaar toe.  Als dit 30% van de mensheid dit gaat doen  .  Dan komen wij uit deze matrix/onderdrukking uit.....  Deel dit overal in jou netwerk.  Vertel dit aan jou gelijkgestemden.,2021-06-08,1642838,1216250309,,Telegram,random,Niets,
918,38446,"@IsDatEchtZo5 @DrDavidNL @Epi_genetics @StarttheU @CoronaCOVenant @thierrybaudet Die wappen zijn zo gods gruwelijk voorspelbaar. En in tegenstelling tot hun eigen diagnose, zo weinig (zelf-)kritisch ook.",2022-01-18,18229349,mus_nico,,Twitter,random,Niets,
919,38447,"Flowers for Freedom steunt Pieter en roept iedereen op om bloemen naar Den-Haag binnen hof te brengen voor Pieter Omtzigt, laten bezorgen kan natuurlijk ook !! Er gaat een bos naar Pieter van ons, dankzij jullie mooie donaties !! Binnenhof in Den Haag heeft 2513 AA als postcode. wil je ook een bijdrage doen, mee doen kan vanaf 2,50 via onderstaande link. htt",2021-03-28,797455,1427475713,,Telegram,random,Niets,
920,38448,mt een streep door de rekening van de Cabal qua voedsel crisis. De transporten uit de Ukraine worden nu een veilige vaarweg geboden naar west Europa en Azie. ( betekend beveiligd) Verder heeft Rusland de gasleveringen via de pijplijn 1 weer hervat. Deze levering was tijdelijk buiten gebruik gesteld vanwege  maintenance. Dus daarmee is ook de angst van de baa,2022-07-25,8536501,1507167857,,Telegram,keywords,Elite-complot#Niets,
921,38449,"@KSKarim_ @Ins0mnia Ik ben t eens zeg ik. Dus dat punt zijn we nu voorbij. Waarom stoppem met enge mensen te kicken, als er nog zoveel meer zijn? Of is alleen baudet genoeg, en call it a day?",2021-02-24,2431416,DusDavid,,Twitter,random,Niets,
922,38450,"1/dec/21/bird-flu-bioterrorist-h5n1?  aan zijn biogr te zien betaalt de EU en onze regering lekker mee met zijn onderzoeken https://www.erasmusmc.nl/en/research/researchers/fouchier-ron  fouchier en koopmans zijn beiden verweven in the GAIN OF FUNCTION samen met natuurlijk de bill and melinda gates foundation, frauci en de hele santekraam. https://www.who.in",2021-10-21,3614352,,,Telegram,keywords,Elite-complot#Niets,
923,38451,@HKatzwinkel @thierrybaudet Domheid ook 🤣🤣🤣,2021-06-29,8676421,TMMillionaire,,Twitter,random,Niets,
924,38452,"e-nieuwe-wereldorde-om-nesara-te-voorkomen-alle-macht-ligt-in-slechts-enkele-handen/ ,,, """"""""""""""""MONOPOLY: EEN TOTAALPLAATJE VAN THE GREAT RESET""""""""""""""""  , https://t.me/timgielen/3 ,,, Frans Timmermans: “You will own nothing” , https://dissident.one/2021/12/24/frans-timmermans-you-will-own-nothing/ ,,,   Documents prove the Dutch Government is colluding with the WEF",2022-02-27,6232092,1346175298,,Telegram,random,Elite-complot#Niets,
925,38453,@MinPres Tja...wat moet je nou zeggen tegen iemand die niet anders doet dan liegen? Mensen weten dat jij land van de boeren afpakt om er woningen neer te gaan zetten voor vluchtelingen en dat jij voor het WEF waar je voor werkt daar ook foodhubs wilt plaatsen.,2022-08-04,30529776,StevenBax,,Twitter,keywords,Elite-complot#Niets,
926,38454,"@GuideinHolland @ANanninga @NOS @JuisteAntwoord Eens dat het verzwijgen een verwoestende werking heeft. Maar inmiddels is onverbloemd racisme ook aan het oprukken. Op Twitter, maar ook met de internationale rechtse onderbuikbeweging van @TuckerCarlson. Dus het vermelden moet weer ouderwets met disclaimers gepaard gaan.",2022-07-13,29487391,GastelaarsHugo,,Twitter,random,Niets,
927,38455,@dijkvangijs @DonCeder Zou ook investeren in werknemers coöperatief. Elke werker lid van de vakbond en dan @fnv d.m.v. vertegenwoordiging de concurrentiepositie versterken. Om deze curve tegen te gaan: https://t.co/WhBIezbMQi,2021-07-06,8932115,ArtArie12,https://pbs.twimg.com/media/E5mbWn4XoAo5y_Y.png,Twitter,random,Niets,
928,38456,fe.info  Decasso www.decasso.nl  Nieuw Westland www.nieuwwestland.nl  📧 VZ methode poll https://t.me/c/1406538812/8750,2022-08-21,8930531,1342745591,,Telegram,random,Niets,
929,38457,@Grard05542415 @Paul_van_Meenen Heel D666 aan de vaccinaties dat ruimt lekker op.,2022-05-05,24373474,shike_jebu,,Twitter,keywords,Demoniserend#Doodsbedreiging,
930,38458,stop5gchemtrails/4675 https://t.me/stop5gchemtrails/4822 https://t.me/stop5gchemtrails/5028,2021-12-09,4646517,768890602,,Telegram,keywords,Niets,
931,38459,"stuk liep in het grote uitgestrekte land van boeren en buitenlui.... Rusland is niet gek en is op zijn hoede en heeft dat zien aankomen, die ergerde zich al, toen het westen via een coup een britse burger Zelinskyy daar als puppet neer zette in een slinkse coup. Hahaha, jaja wat is de nato doch slimm...jajajaja.  Het mocht allemaal niet baten. De Russen viel",2022-05-12,7418246,1481506485,,Telegram,random,Dehumaniserend#Elite-complot,
932,38460,@maartjegeels Dit kabinet doet ook van alles met mijn belastinggeld waar ik het totaal niet mee eens ben. Maar Rutte begint steeds meer een niet weg te krabben jeuk te worden.,2022-08-14,31082045,TheFriar1966,,Twitter,random,Niets,
933,38461,"heid door aan de artsen, want die hebben hem dan geadviseerd. Een dodelijke illusie creeerend. DIE MAN IS EEN MOORDENAAR, EEN VALSERIK, EEN OORLOGSMISDADIGER, WANT HET IS OORLOG. Het is de stille derde Wereldoorlog. En Minister Kuipers wil ook meespelen..... Huisartsen, als jullie meespelen, dan zijn jullie ook mede moordenaars. Elke dokter, die nu nog deze",2022-09-11,9206908,1402051317,,Telegram,random,Elite-complot#Niets,
934,38462,"Rutte is nu de langstzittende premier.   Zijn erfenis: -2,5 miljoen immigranten binnengelaten  -Woningtekort van 400.000 -Massaal vrijheden afgepakt tijdens """"""""""""""""corona"""""""""""""""" -Onbetaalbare boodschappen, benzine en energierekening  Nederland is klaar met hem. #Rutte moet opstappen. #FVD - 𝐅𝐨𝐫𝐮𝐦 𝐯𝐨𝐨𝐫 𝐃𝐞𝐦𝐨𝐜𝐫𝐚𝐭𝐢𝐞  Binnenkort meer via 🦁 TELEGRAM.me/vmGeluid 💹 TELEGR",2022-08-13,8820540,1567898294,,Telegram,random,Niets,
935,38463,"Als men dat toch zo op get Cabal regiem wil bouwen, doe een aanklacht tegen me indienen bij de politie, of neem een advocaat, dan zijn ze immers niet meer anoniem.  Als ik nog een keer van deze achterlijke schapen een mail krijg zal ik hun namen en mail op Telegram zetten kunnen jullie met hun in overleg treden, want 5000 Bataafse Coin gratis krijgen en dan",2022-06-21,7976401,,,Telegram,random,Dehumaniserend,
936,38464,@geertwilderspvv Een goede luchtbuks doet wonderen...,2021-04-11,5910120,2Closedborders,,Twitter,random,(Gewelds)bedreiging,
937,38465,08-07-2022 : Goor  Boeren blokkeren Schouten Europe.  Een grote groep boze boeren blokkeren op dit moment de fabriek van Vega-producent Schouten Europe op de Whee. Schouten is een familie-bedrijf en in die familie zit ook voormalig minister van landbouw Carola Schouten. De boeren trokken met enkele tientallen trekkers de ingang van het bedrijf uit protest te,2022-07-08,8279492,,,Telegram,random,Niets,
938,38466,"@EelcoHoecke Mark #Rutte, de teek der teken. Dat stond er niet, maar het klopt wel.",2021-11-22,15003983,Monique7601,,Twitter,random,Dehumaniserend,
939,38467,@HenryJP5 @2eKamertweets wat een padvinders..,2022-01-26,18853311,jeroen1huizinga,,Twitter,random,Niets,
940,38468,"🟣 DE MUREN VAN DE KERK, GEBASEERD OP LEUGENS, STORTEN NU IN!  Bericht: 25-07-2022  Een bisschop geconfronteerd met historische ontdekkingen van internationaal niveau, wordt gecensureerd door alle massamedia!  Want wat staat er te gebeuren?  De Waarheid over Jezus komt naar buiten!  De Katholieke kerk werd gebouwd op drijfzand, op leugens en bedrog!  Er wordt",2022-07-26,8560168,1354476950,,Telegram,random,Elite-complot#Niets,
941,38469,"20 bewoners werden getest, zo bevestigt een woordvoerder van het Centraal Orgaan opvang asielzoekers (#COA) na berichtgeving van de #NOS.  NB: Wel de ongevaccineerden de schuld geven, maar zelf dit enorme probleem veroorzaken. #HugoDeJonge en Rutte3 ... Het Ned'se #zorgpersoneel zal heel blij zijn met #DeJonge, #Rutte en #Knol. Dien je ontslag in. Vandaag no",2021-10-26,3724043,1720034360,,Telegram,random,Niets,
942,38470,@JanVonck @MMBurgmeijer @GideonvMeijeren Ik kan me nog goed herinneren hoe viespeuk De Jonge en viespeuk Rutte de boel ophitste. En u noemt iemand die de waarheid vertelt ( Van Meijeren( een viespeuk? Word toch wakker.,2022-03-11,21795361,Miguelo87174301,,Twitter,random,Niets,
943,38471,@baruchhaolam @royrolgordijn @JuisteAntwoord @NickiVerweij Meer rechts dan de vvd wat moet ik mij daar dan bij voorstellen ben benieuwd 😂😂😂😂,2021-02-17,2018712,harmsen_johan,,Twitter,random,Niets,
944,38472,@geertwilderspvv wanneer ga je vragen stellen over the great reset en het WEF. het word wel eens tijd vind je niet of vraag info bij de FVD.,2022-05-31,26289357,John21696289,,Twitter,keywords,Elite-complot#Niets,
945,38473,Rutte is ook Gay dus die vind dat prachtig.om te kotsen die wouten.,2022-08-07,9593647,1789716522,,Telegram,random,Niets,
946,38474,LOL! Corona-BN’ers Diederik Gommers en Ernst Kuipers boos op Sywert: ‘Buitengewoon afkeurenswaardig!’   https://www.dagelijksestandaard.nl/2021/06/lol-corona-bners-diederik-gommers-en-ernst-kuipers-boos-op-sywert-buitengewoon-afkeurenswaardig/,2021-06-05,1613060,1262654195,,Telegram,random,Niets,
947,38475,KOMT ER EEN ANDERE PUPPET VOOR IN DE PLAATS MET DEZELFDE AGENDA!   NET ALS HET AANWIJZEN VAN RUTTE EN KAAG ALS DE GROTE BOOSDOENERS....ALS ZIJ HET NIET DOEN DAN DOET EEN ANDERE SATANIST HET WEL!!  HETZELFDE GELDT VOOR BERICHTEN  ALS:  EUROPA BEGINT IN TE ZIEN DAT DE DREIGEMENTEN VAN POETIN WEL EENS SERIEUZE VORMEN AAN ZOUDEN KUNNEN NEMEN ...  ALLES WAT ER PL,2022-09-24,9400899,1229290329,,Telegram,keywords,Dehumaniserend#Demoniserend#Elite-complot,
948,38476,"Mevrouw Kaag, misschien heeft u tussen uw tv optredens en EU toespraken door nog even tijd om in de Tweede Kamer onze vragen te beantwoorden over de koopkracht van mensen? Wat een minachting van de democratie. bekijk:twitter.com - Lilian Marijnissen  🦁 t.me/vmGeluid 💹 t.me/vrijmoedigCrypto",2022-03-09,6420637,1765367695,,Telegram,random,Niets,
949,38477,"e schendingen van de zogenaamde goede klinische praktijk""""""""""""""""  Gezonde groet, Frank Ruesink Gideon van Meijeren Wybren van Haga - BVNL, Gert-Jan Segers Kees van der Staaij Tunahan Kuzu Anne Kuik Sophie Hermans Maarten Hijink Thierry Baudet Paul Blokhuis  #tijdvooractie #beschermdekinderen Felix van der Wissel Ps: Dank Paul van Aarle voor het delen hiervan",2021-12-21,4885592,1318721393,,Telegram,random,Niets,
950,38478,@chgroenhuijsen @op1 @RobJetten @Energie Gewoon… belasting verhogen. Hoe duurder energie wordt hoe minder de mensen er van zullen gebruiken. Maar dat weer dit kabinet allang.,2022-07-22,29916404,Sleinadretep,,Twitter,random,Niets,
951,38479,@MarijnissenL De boodschappen zijn gewoon onbetaalbaar geworden! Goed eten is gewoon niet meer te betalen joh groente fruit brood met 60€ per week redt je het vaak niet voor een gezin met 2 opgroeiende kinderen hoor,2022-08-01,30395481,SuzieQ_NL,,Twitter,random,Niets,
952,38480,@RMBras1973 @geertwilderspvv @thierrybaudet pleurt op zeg.,2022-07-21,29861443,Mudfun,,Twitter,random,Niets,
953,38481,"@Gerwin030 @herbert_tiemens @danielkoerhuis Vroeger liepen wij nog gewoon naar school, vertrok je om half 6 om om 8 uur op school te zijn, en in de winter schaatsen naar de school.",2022-03-23,22379434,Thijsdeb030,,Twitter,random,Niets,
954,38482,"este mensen begrijpen nu dat er een groot stel misdadigers in Davos en in Geneve aan het samenkomen zijn. Het zijn de grootste zwijnen der aarde. Die de aaedecwillen verkwanselen.....!!! Bij elkaar gedreven, maar misschien wel met het doel beveiliging bij elkaar te zoeken , want zij voelen de dreiging die er nu aan het ontstaan is. Ook zij worden langzaam wa",2022-05-29,7657200,1507167857,,Telegram,random,Dehumaniserend#Elite-complot,
955,38483,@jwveldhuis @hiddebruins @ngundogan77 Wanneer ben je met pensioen gegaan? Schat 1950,2022-06-29,28182938,cvrauwdeunt,,Twitter,random,Niets,
956,38484,"@thierrybaudet Als mensen nu nog niet door hebben wat voor een vuil spelletje er gespeeld wordt door de kartelpolitiek en kartelmedia, dan weet ik het ook niet meer.... https://t.co/MXZvH6TJPy",2021-02-10,1664013,BobRooij,https://pbs.twimg.com/media/Et5Dm8XXYAMqkXm.jpg,Twitter,random,Elite-complot#Niets,
957,38485,@T_rantosaurus @DenkNL het is wel goud maar geen kooi. Een drogreden is islam er bij halen als het om westerse vrouwenrechten en normen en waarden gaat,2021-05-27,7602478,theovisser_,,Twitter,random,Niets,
958,38486,"ouwen het als een politionele aktie...  Dat kan, want de noordgrenzen van de Ukraine zijn nooit in een verdrag vastgelegd en het ukrainseland hoort eigenlijk nog steeds bij Rusland.  De troepen hebben de ukrainse marine tot zinken gebracht, die luchtverdediging lam gelegd en de banken van Rothschild allemaal bezet.  Ook de 17 biotechlabs en bio chemische fab",2022-03-06,6367669,1689700526,,Telegram,keywords,Niets,
959,38487," en Verplichting van de Vrijmetselarij om de wereld te bevrijden van de """"""""""""""""plaag van de Mensheid"""""""""""""""". Maar op het persoonlijke vlak delen hij en ik een passie voor hetzelfde exotische gerecht dat geserveerd wordt in L'emince de Veau in Geneve: Crème van kolibriesoep gevolgd door elandtong. We zijn allebei fan van chef Gaston Sere de Rivieres, die een culina",2021-08-02,2319865,1056217135,,Telegram,keywords,Elite-complot#Niets,
960,38488,eeërd niemand anders.,2022-01-14,10038210,2064840891,,Telegram,keywords,Niets,
961,38489,@MinPres Ja! De onderste steen Mark!,2022-04-03,22909938,Jaf_fron,,Twitter,random,Niets,
962,38490,@HaagseHopjes123 @meano2016 @JKdeWolff @V_iswakker De kans dat dit allemaal gebeurt lijkt mij zeer klein tenzij rutte toch opeens besluit om van Nederland dictatuur te maken maar ik denk dat dit dan niet meer je grootste zorg is.,2022-04-21,23788382,Jannesbo,,Twitter,keywords,Niets,
963,38491,"@marjobryan @AntoonKanis @Japked @rvdlinden @Elsewine @fransweisglas @swsjoerdsma @nrc @renemoerland Voor een strijd tussen andersdenkenden ?   Voor angst ?  Voor strijd om macht ?  Voor het eigen gelijk ?  Voor islamofobie ?  Voor vluchtelingen?   Voor de eigen kwetsbaarheid?  Voor extremisme en radicalisme ?  Voor verdriet, dood en verderf ?",2021-09-11,11174626,olaftenhoopen,,Twitter,random,Niets,
964,38492,@emts85 @Epicurus_2020 @CDA @cu @wimaalten @PietVrijdenker @ASPNederland Alleen het orale gedeelte wordt lastig vermoed ik..,2021-02-23,2387087,Baltus06,,Twitter,random,Niets,
965,38493,"#STEMADVIES  @GroenLinks heeft een hart voor al die mooie democratische waarden, zoals het recht om te demonstreren, kijk maar, en dat willen ze ook graag naar Oekraïne brengen. Je moet alleen WEL hun mening hebben, anders.... #gemeenteraadsverkiezingen2022  #WEF #Halsema #Klaver https://t.co/j9HTCrRtN2",2022-03-16,22135942,AxelLeReer,,Twitter,keywords,Elite-complot#Niets,
966,38494,"@thierrybaudet Voor de campagne of voor jouw lijntjes.?.....lol, idioot",2022-03-03,21315056,lecohonah1,,Twitter,random,Niets,
967,38495,"@Dolphinrob @robertpijkeren @MinPres @markrutte Zo, duidelijk dat jij ook ingehuurd bent door de overheid. Helemaal duidelijk dat dit bericht in del bovenste regionen staat. Betaling per bericht, hahaha..",2022-08-23,31733518,xjuyt88,,Twitter,random,Elite-complot#Niets,
968,38496,"Geert Wilders furieus over mogelijk nieuwe maatregelen voor ongevaccineerden: ‘Wat een land’.  Zo meld, De dagelijkse standaard. Aldus Wes, met het nieuws maar dan anders.   https://www.hetnieuwsmaardananders.nl/?p=121577",2021-10-26,3718273,1184878229,,Telegram,random,Niets,
969,38497,"Noord-Brabant wants to go nuclear to meet climate goals  The province of Noord-Brabant wants to investigate using more nuclear energy because it would take up far less space than wind and solar power but would reduce harmful emissions, report Dutch media.   In an online press briefing, head of energy for the regional council Eric de Bie, of the Forum for Dem",2021-03-26,776189,1279573442,,Telegram,random,Niets,
970,38498,"nl.wikipedia.org/wiki/Eric_Wiebes https://t.me/stop5gchemtrails/1201  Fotonica, potentiële radiologische terreur, politici en massamedia chantabel door gehackte massasurveillance. https://nos.nl/artikel/2398980-rtl-betaalde-losgeld-aan-cybercriminelen https://en.wikipedia.org/wiki/Digital_cloning https://www.nu.nl/tech/6134236/criminelen-namen-whatsapp-accou",2021-09-26,3096403,768890602,,Telegram,keywords,Niets,
971,38499,"BERICHT VOOR AL DIEGENEN DIE ZICH EERDER LIETEN VACCINEREN  En bericht voor diegenen die zich alsnog willen laten boosteren, ondanks de vele waarschuwingen van familie, vrienden of bekenden die het goed met U voor hebben of van U houden.   Tip: Lees dit bericht 10x door in verband met Uw hersenspoeling door de omgekochte en liegende media en wanneer Uw leven",2022-01-07,5212671,1218146006,,Telegram,random,Elite-complot#Niets,
972,38500,"erzoek van de TU Delft dat coronapassen nauwelijks effect hebben op besmettingen en ziekenhuisopnames, de minister gebruikte dinsdagavond in de persconferentie ook misleidende getallen.  SP’er Maarten Hijink wees op de verkeerde informatie die minister Kuipers in de persconferentie deelde over de effectiviteit van coronatoegangsbewijzen: “Hij moet cijfers ge",2022-01-27,5652821,1553737674,,Telegram,random,Niets,
973,38501,@Scheperrs @fvdemocratie @hugodejonge @WybrenvanHaga @Rapid_Razor_Bob Mooi gesproken Bart,2021-03-13,3717193,HansAppeldoorn,,Twitter,random,Niets,
974,38502,@PetravanDam3 Daarom zie je dat de tot nu toe zwijgende meerderheid zich steeds meer gaat roeren. Het gros is het oliedomme geratel van wappies spuugzat. Figuren als Baudet roeptoeteren van alles maar maken het enkel erger en dat lost niets op.,2021-12-18,16544074,Hans_Rdam,,Twitter,keywords,Niets,
975,38503,@keetje85 @geertwilderspvv Deze buurtbewoners hebben in Ter Apel een stel rovende asielprofiteurs overmeesterd en overgedragen aan de politie. Nog geen twee uur later liepen ze weer door de wijk. https://t.co/OvRNAstSd3,2022-08-16,31187372,Gerard1945X,,Twitter,random,Niets,
976,38504,bewijs ? en dan nog. vrij gegeven. maak je druk over de mega vila van Remkes en die wanstaltige toko’s van Kaag. DAT geld is NIET vrij gegeven !! maar van ons gestolen   jongu !,2022-07-28,9615923,1132174912,,Telegram,random,Niets,
977,38505,"En de vergelijking mag nog steeds niet gemaakt worden? Gideon van Meijeren kreeg de hele kliek over zich heen, Bergkamp voorop!",2021-12-10,4659826,1463864534,,Telegram,keywords,Niets,
978,38506,Wilders dient deze motie elke week in😂. Dat ga je toch niet meer serieus nemen?,2022-09-23,9505232,457967960,,Telegram,random,Niets,
979,38507,"te produceren.Zelfs geen vaccin tegen het coronavirus! Ze is niet! Het maakt deel uit van de nieuwste groep mRNA (mRNA) die zogenaamde 'vaccins' zijn Eenmaal in een menselijke cel herprogrammeert mRNA normaal gesproken RNA / DNA, dat een ander eiwit begint te maken.  Dat wil zeggen: niets te maken met traditionele vaccins!  Dat wil zeggen, het is een instrum",2021-03-14,644622,1387758698,,Telegram,random,Niets,
980,38508,"kt. En dat is geen fabeltje! Kijk naar het patent gevestigd door Big Pharma op 28 maart 2021. Dus geen update boosters nemen, alle rechten vervallen! ‼️ALS WE NU NIET HEEL SNEL ECHTE ACTIE ONDERNEMEN TEGEN DEZE WEF CRIMINELEN dan zitten we allemaal binnen 2 jaar, gevaccineerd of niet, in het digitale concentratie kamp EU Nederland opgesloten!!  (Bovenstaande",2022-02-25,6198649,1345570900,,Telegram,random,Elite-complot#Niets,
981,38509,@Daanklxxs Komt door Rutte en het WEF. De enige oplossing is een Nexit 🤪,2022-04-24,23948950,CGloriosum,,Twitter,random,Elite-complot#Niets,
982,38510,"Chris Sky is eindelijk in Nederland en hij is direct door Regime Rutte aangehouden, zonder reden! Voor ons niks nieuws, met het DDR systeem wat actief is binnen dit land, maar zo verwelkomen blijkbaar vrijheidsstrijders.  Gelukkig is hij weer vrij en zal hij zondag spreken bij Samen Voor Nederland! 12:00 Den Haag Koekamp",2022-09-30,9489576,1318721393,,Telegram,random,Elite-complot#Niets,
983,38511,@JohanMagre28 @BlockedFries @TjeerdD66 @D66 ..maar alles is de afgelopen 45 jaar alleen maar beter geworden ..het is gewoon een pertinente leugen dat het slechter is geworden..en het wordt nog steeds beter..Tjeerd liegt erop los en legt verbanden die er niet zijn,2022-06-25,27861470,SmitsOtto,,Twitter,random,Niets,
984,38512,"e broek..... De Q forces proberen nu een burger oorlog in de States te voorkomen. De politie is niet meer in staat optetreden. Zo is bekend geworden dat de politie in Chicago op 406.000 criminele meldingen  afgelopen jaar niet  heeft kunnen reageren, door te weinig mankracht. HET WORDT TIJD DAT RUTTE DE HANDDOEK IN DE RING GOOIT, OF MOET EERST ONS MOOIE NEDE",2022-07-07,8264945,1507236880,,Telegram,random,Niets,
985,38513,"@TonyHellings @geertwilderspvv De islam is helemaal niet ons verhaal. De islam is ons opgedrongen door gekke onrealistische gedrochten,  zoals Timmermans, Kaag en velen anderen.",2022-08-13,31038831,Bloomfield33,,Twitter,random,Niets,
986,38514,@lientje1967 @PolitiekeIndex @IpsosNL @EenVandaag @henkvermeer @Smitje079 @FlipsenMonique @FemkeMarijeW @JesseBaak @TZeitsen @dukkie6 @Alex_Jacob5 En terecht! Je bent altijd toegankelijk voor burgers en vooral laagdrempelig in benadering. En dat is gewoon fijn weet je.,2022-08-30,32327961,LosMarco030,,Twitter,random,Niets,
987,38515,@estherouwehand Jullie wouden een tweedeling nu heb je een tweedeling ik steun onze boeren naar wat jullie allemaal met ons heb gedaan corona bewijs dwang hier dwang daar jullie zijn allemaal corrupt rutte mag wel blijven liegen dat is niet onacceptabel opgedonderd met jullie allemaal,2022-06-11,26825941,luchthaven_,,Twitter,keywords,Niets,
988,38516,Beoogd vice-premier Carola Schouten (CU) is een boerendochter en christen. Je zou toch verwachten dat zij voldoende boerenverstand heeft om geen lid te zijn van de WEF en de agenda van deze club te herkennen als onbijbels? Of zijn het pluche en de pegels de verblindende splinters in haar geest?  Intended Deputy Prime Minister Carola Schouten (CU) is a farmer,2022-01-02,5084813,1433170216,,Telegram,random,Elite-complot#Niets,
989,38517,ldwijd zou geven.,2022-05-14,7455311,1050416665,,Telegram,random,Niets,
990,38518,Thierry Baudet (FvD) neemt 'Islam en de zelfmoord van het Westen' in ont... https://t.co/yYIUWhV9GL via @YouTube,2021-11-14,14416212,Soevereintje,,Twitter,random,Niets,
991,38519,"[10-2 18:38] Kw: Ok. Net binnen uit de politieke appgroep van de oppositie. Hou je vast.  De versoepelingen zijn niet meer dan een opmaat naar een griezelig “nieuw normaal”.   Van de EU site dus niks fake nieuws. Zoveel mogelijk delen want ik lig een maand van FB door censuur.  Komt ie:  “Het addertje onder het gras van de versoepelingen: Ernst Kuipers: """"""""""""""""",2022-02-11,5928103,1945629100,,Telegram,random,Niets,
992,38520,"@D66 @RobJetten Nee, geef iedereen de ruimte zonder voorwaarden die jullie opwerpen! Vrijheid voor ons allemaal! Blijven jullie elkaar maar lekker voor de gek houden met mondkapjes, 1,5 meter e.d . Wij gaan door, wij moeten door #FVD",2021-03-04,2944336,mrselizabeth38,,Twitter,random,Niets,
993,38521,"Omtzicht. Inmiddels staan in elke straat meerdere Led-lantaarnpalen voor 5G radar-surveillance, Omtzicht stemt nog steeds mee voor de testsamenleving, en de meest mibruikte kopstukken van regering Rutte verdwijnen nu van het toneel. https://nos.nl/artikel/2399248-wat-speelde-er-achter-de-schermen-rond-keijzer-en-hoe-kon-het-zover-komen https://nl.wikipedia.",2021-09-26,3094501,768890602,,Telegram,random,Elite-complot#Niets,
994,38522,"⚙️ 🖨 Uit het Buitenland.  Gert-Jan Segers liegt keihard over WEF-banden ChristenUnie-minister Schouten: ‘Ze heeft nog nooit deelgenomen!’.  Op Twitter liegt ChristenUnie-leider Gert-Jan Segers keihard over de banden die ChristenUnie-minister Carola Schouten heeft met het World Economic Forum (WEF). Want, stelt hij, “ze heeft nog nooit deelgenomen aan welke p",2021-12-29,5013175,1493409873,,Telegram,random,Elite-complot#Niets,
995,38523,"Covid 19 op te lopen en de waarschijnlijkheid van herstel?  8. 8. Kunt u mij vertellen of de fabrikant van het vaccin aansprakelijk is als ik bijwerkingen zou ondervinden? Als de fabrikant niet aansprakelijk is, is het bedrijf waar ik momenteel werk dan wel verantwoordelijk en aansprakelijk, aangezien het hun verzoek is dat ik het vaccin krijg om mijn werk",2021-11-03,3863669,952598809,,Telegram,random,Niets,
996,38524,"""""""""""""Van alle kanten trekken er nu artsen aan de bel. Wij willen dat de mailbox van het ministerie van Volksgezondheid verstopt raakt met mails van boze huisartsen.""""""""""""""""    Het RIVM nodigt vanaf midden volgende maand de eerste mensen uit voor de extra coronaprik. Minister Kuipers schreef in zijn brief dat huisartsen """"""""""""""""zich hebben gecommitteerd tot het maken v",2022-08-12,8812113,1231902969,,Telegram,random,Niets,
997,38525,@SigridKaag Sigrid jij bent de tumor hier. Ga lekker vuistdiep in soros zijn uitgelubberde aars roeren voor je appartementje. Kanker is wat jij bent voor de samenleving. Ga alsjeblieft dood,2021-11-08,14088699,shibahaze,,Twitter,keywords,Dehumaniserend#Doodsbedreiging,
998,38526,"dat zij over al het geld en macht van de wereld beschikten  is door hun arrogantie van de macht, hun zorgvuldig opgebouwd imperium vlak voor het einddoel in elkaar aan het zakken. Blackrock, StateStreet Corporation, Vanguard, en Fidelity Investments International, de vier grootsten der wereld, wordt de macht systematisch ontnomen. De masters hiervan achter d",2022-08-15,8855299,1142729877,,Telegram,random,Elite-complot#Niets,
999,38527,https://twitter.com/MarcVegt/status/1445779994865647620?s=20  Hoeveel zou Rutte krijgen?,2021-10-06,3241383,1495940200,,Telegram,random,Niets,
1000,38528,@vvreverts @rblommestijn Rutte is iig een fascist.,2022-03-07,21496591,MXKSA1,,Twitter,keywords,Niets,
1001,38529,"Putin is een geweldige schoonmaak aan het houden lijkt me, en Rutte en z'n WEF vriendjes kunnen daar helemaal niks aan doen.",2022-02-24,6169849,1065366661,,Telegram,random,Elite-complot#Niets,
1002,38530,https://dissident.one/2022/06/28/ernst-kuipers-wil-genderverwarden-zo-snel-mogelijk-genitaal-verminken/,2022-06-28,8091054,,,Telegram,random,Niets,
1003,38531,"regelen - AFSTAND HOUDEN, HANDEN WASSEN, MONDKAPJES, en VERPLICHTE OPGESLUITING met de AVONDKLOK!!!  👉De DOELSTELLING IS DUIDELIJK een jaar lang in ANGST, ONTZEKERHEID DOOD en VERDERF ZAAIEN voor een CRISIS een PENDEMIC dat er NIET IS als de EFFECTIEVE Geneesmiddelen  ALLANG BESTAAN EN WERKEN duizenden LEVENS GERED HEEFT met HCQ + Zink en het Nobelprijs winn",2021-04-24,1082297,1145532283,,Telegram,random,Elite-complot#Niets,
